Andrew Weimann                          439 Netherfield Road North, Bristol, England, BS11 8NR                                              Happy Birthday, Andrew Weimann
Calvin Gleason                          6 Apple Tree Yard, Catterlen, England, CA11 6GF                                                     Happy Birthday, Calvin Gleason
Dennis DuBuque                          1 Gas Street, Burnham Without, England, TA9 6TU                                                     Happy Birthday, Dennis DuBuque
Josephine Johns                         20 Mandeville Drive, Hopesay, England, SY7 9PW                                                      Happy Birthday, Josephine Johns
Ramiro Emmerich                         6 Dalton Road, Sulhamstead, England, RG7 4RF                                                        Happy Birthday, Ramiro Emmerich
Rebecca McGlynn                         Flat 8, 15 Attwood Road, Tonna, Wales, SA11 8XT                                                     Happy Birthday, Rebecca McGlynn
Shawn Murray                            18 Lightburn Road, Wallasey, England, CH44 0LR                                                      Happy Birthday, Shawn Murray
Clifford Crooks                         Flat 4, 95 Level Two, Betws-yn-Rhos, Wales, LL22 6FQ                                                Happy Birthday, Clifford Crooks
Abraham Dickens                         11 Thorneliebank Road, Glasgow, Scotland, G32 0EB                                                   Happy Birthday, Abraham Dickens
Danielle Wiza                           Studio 99, 12 Barnet Wood Lane, Saltash, England, PL12 1SZ                                          Happy Birthday, Danielle Wiza
Lela Wuckert                            93 Barclay Way, Queensbury, England, BD18 6YF                                                       Happy Birthday, Lela Wuckert
Rick Marquardt                          Flat 9, 45 Lancaster Way, Romford, England, RM7 1JY                                                 Happy Birthday, Rick Marquardt
Angela Abshire                          98 Marina, Annan, Scotland, DG12 4RR                                                                Happy Birthday, Angela Abshire
Doreen Yost                             8 Moorfield Parade, Salford, England, M3 3ZJ                                                        Happy Birthday, Doreen Yost
Steve Pfeffer DDS                       Flat 391, 4 Ford Airfield, Colan, England, TR8 8XL                                                  Happy Birthday, Steve Pfeffer DDS
Elias Connelly                          91 Rishworth Centre, Darlington, England, DL1 9YS                                                   Happy Birthday, Elias Connelly
Travis Schmidt                          Flat 6, 8 Grove Park, Wansbeck, England, NE62 9WS                                                   Happy Birthday, Travis Schmidt
Miss Ira Gerhold                        Flat 165, 6 Hillhouse Road, Hull, England, HU6 2JL                                                  Happy Birthday, Miss Ira Gerhold
Grant Altenwerth                        1 Colyers Lane, Uttoxeter, England, ST14 1GG                                                        Happy Birthday, Grant Altenwerth
Benjamin Ondricka                       5 The Brooks, Linwood, England, LN8 2LR                                                             Happy Birthday, Benjamin Ondricka
Mr. Jennie Gorczany                     Studio 78, 7 Jackfield, Renfrewshire, Scotland, PA6 3WN                                             Happy Birthday, Mr. Jennie Gorczany
Robin Moore IV                          49 Sivell Place, Brighton, England, BN41 4NZ                                                        Happy Birthday, Robin Moore IV
Jodi Botsford                           2 St Amrks Road, Bristol, England, BS14 1EH                                                         Happy Birthday, Jodi Botsford
Mr. Essie Aufderhar                     Studio 2, 4 Snuff Street, Glasgow, Scotland, G32 6TX                                                Happy Birthday, Mr. Essie Aufderhar
Dr. Roderick Marquardt                  2 St Peters Park Road, Westham, England, BN24 5SF                                                   Happy Birthday, Dr. Roderick Marquardt
Holly Trantow DVM                       4 Crown Gate, Bryncrug, Wales, LL36 1HL                                                             Happy Birthday, Holly Trantow DVM
Dr. Laverne Anderson                    35 Trinty Gate, Sutton upon Tern, England, TF9 9RH                                                  Happy Birthday, Dr. Laverne Anderson
Jamie Schoen                            21 Merkland Drive, Clint, England, HG3 8YH                                                          Happy Birthday, Jamie Schoen
Ana Spencer                             Studio 3, 3 Parc Menai, Aberdeen, Scotland, AB23 6FS                                                Happy Birthday, Ana Spencer
Leroy Wisozk                            Flat 9, 9 Westside Retail Park, Clydau, Wales, SA35 4DN                                             Happy Birthday, Leroy Wisozk
Mrs. Marlene Hickle                     8 Bridgewater Road, Llanfair-Mathafarn-Eithaf, Wales, LL76 7UB                                      Happy Birthday, Mrs. Marlene Hickle
Lynda Smitham                           Studio 7, 7 The Pinnacle Mk, The Scottish Borders, Scotland, TD11 7FB                               Happy Birthday, Lynda Smitham
Ella Batz                               Flat 5, 2 Abbey Gates, Storrington, England, RH20 6WJ                                               Happy Birthday, Ella Batz
